filename,fitness,rmse
gicp_svd_combined_000001_000006.ply,0.9953288919519105,0.16752911220848302
gicp_svd_combined_000006_000011.ply,0.9934094319196216,0.18550473620697622
gicp_svd_combined_000011_000016.ply,0.9888041568539494,0.19190034440816836
gicp_svd_combined_000016_000021.ply,0.976012754547431,0.21441712448883085
gicp_svd_combined_000021_000026.ply,0.9787842337395185,0.2100637860224312
gicp_svd_combined_000026_000031.ply,0.9851324820029198,0.2004238166679677
gicp_svd_combined_000031_000036.ply,0.9729096287196728,0.21155271589260832
gicp_svd_combined_000036_000041.ply,0.9703510289846116,0.23556460951565752
gicp_svd_combined_000041_000046.ply,0.9714472902350951,0.27173360199286783
gicp_svd_combined_000046_000051.ply,0.9691697144191114,0.2643661923251834
gicp_svd_combined_000051_000056.ply,0.9576989770756773,0.2319355754197687
gicp_svd_combined_000056_000061.ply,0.9626305005366377,0.2890967095263624
gicp_svd_combined_000061_000066.ply,0.9508829034095533,0.30741994742612955
gicp_svd_combined_000066_000071.ply,0.9041412792023721,0.3351558573443535
gicp_svd_combined_000071_000076.ply,0.883686409913035,0.36841561541967616
gicp_svd_combined_000076_000081.ply,0.9234857553267896,0.32887170592668763
gicp_svd_combined_000081_000086.ply,0.954282014433934,0.3020660538873268
gicp_svd_combined_000086_000091.ply,0.9650329515643995,0.27945666359156845
gicp_svd_combined_000091_000096.ply,0.9541182067223307,0.2825601723541515
gicp_svd_combined_000096_000101.ply,0.9492628789133676,0.2789164971637917
gicp_svd_combined_000101_000106.ply,0.9524414384691521,0.24051725464085177
gicp_svd_combined_000106_000111.ply,0.9379165376655967,0.24978544889616455
gicp_svd_combined_000111_000116.ply,0.9499335400974745,0.2454756233919358
gicp_svd_combined_000116_000121.ply,0.9439397152131008,0.26005271290387766
gicp_svd_combined_000121_000126.ply,0.9514066069671653,0.26018583496061576
gicp_svd_combined_000126_000131.ply,0.9510927891249169,0.2697029423228866
gicp_svd_combined_000131_000136.ply,0.9610488975446895,0.24650890562741526
gicp_svd_combined_000136_000141.ply,0.9541646657062056,0.2484907106149863
gicp_svd_combined_000141_000151.ply,0.938815050881831,0.27534962796382956
gicp_svd_combined_000151_000161.ply,0.937818836143729,0.274797724900744
gicp_svd_combined_000161_000171.ply,0.8696027478554859,0.40416757269308473
gicp_svd_combined_000171_000176.ply,0.7702998487409912,0.41647769372860205
gicp_svd_combined_000176_000181.ply,0.6896947161746564,0.5059024833307533
gicp_svd_combined_000181_000186.ply,0.6177872426731569,0.532315885309999
gicp_svd_combined_000186_000191.ply,0.6230405405405406,0.5372714676929294
gicp_svd_combined_000191_000196.ply,0.6795064904293668,0.5195236687938952
