filename,fitness,rmse
p_to_p_lm_combined_000001_000006.ply,0.9996936978329122,0.1896125364554728
p_to_p_lm_combined_000006_000011.ply,0.9991643083702114,0.20940430393542328
p_to_p_lm_combined_000011_000016.ply,0.9990280737168704,0.23154829432353777
p_to_p_lm_combined_000016_000021.ply,0.9953619827523733,0.28674420504699105
p_to_p_lm_combined_000021_000026.ply,0.9936544462458379,0.26860241098911114
p_to_p_lm_combined_000026_000031.ply,0.998338731059017,0.25273716144517755
p_to_p_lm_combined_000031_000036.ply,0.9906412142175958,0.27872716370574063
p_to_p_lm_combined_000036_000041.ply,0.9910852234101725,0.3093661936164257
p_to_p_lm_combined_000041_000046.ply,0.9951244038821934,0.34429278622327714
p_to_p_lm_combined_000046_000051.ply,0.992560890203097,0.3386827438288828
p_to_p_lm_combined_000051_000056.ply,0.9813710049475811,0.3182847560572327
p_to_p_lm_combined_000056_000061.ply,0.9858360165219371,0.3219877854201677
p_to_p_lm_combined_000061_000066.ply,0.986557083570673,0.39473158732092467
p_to_p_lm_combined_000066_000071.ply,0.9706265680492653,0.48858722112349334
p_to_p_lm_combined_000071_000076.ply,0.9548072734313235,0.5136454611833079
p_to_p_lm_combined_000076_000081.ply,0.9754528768653739,0.4566598790672353
p_to_p_lm_combined_000081_000086.ply,0.9842869099695214,0.3795137895754575
p_to_p_lm_combined_000086_000091.ply,0.9905144283063536,0.3528357425372255
p_to_p_lm_combined_000091_000096.ply,0.987254146093404,0.3773926652202301
p_to_p_lm_combined_000096_000101.ply,0.9843796587709127,0.38283780808424345
p_to_p_lm_combined_000101_000106.ply,0.9838337182448037,0.34636415598689124
p_to_p_lm_combined_000106_000111.ply,0.9825481920839512,0.39576893007465197
p_to_p_lm_combined_000111_000116.ply,0.9878567091681846,0.3617528774805064
p_to_p_lm_combined_000116_000121.ply,0.9810794499991845,0.3696396597312573
p_to_p_lm_combined_000121_000126.ply,0.9864592192372471,0.36664895817675897
p_to_p_lm_combined_000126_000131.ply,0.9830843398122754,0.36540929046901055
p_to_p_lm_combined_000131_000136.ply,0.9888015580440982,0.33535288700217925
p_to_p_lm_combined_000136_000141.ply,0.9863223236042189,0.350901754706437
p_to_p_lm_combined_000141_000151.ply,0.9816028682142469,0.39702219789778664
p_to_p_lm_combined_000151_000161.ply,0.9828779193796724,0.4051539966283861
p_to_p_lm_combined_000161_000171.ply,0.9620011869009297,0.5687385557952771
p_to_p_lm_combined_000171_000176.ply,0.9104012812527805,0.6910509322645998
p_to_p_lm_combined_000176_000181.ply,0.8453425538199573,0.7786380205746296
p_to_p_lm_combined_000181_000186.ply,0.793361051955515,0.8305657978724119
p_to_p_lm_combined_000186_000191.ply,0.7899324324324324,0.8146217360760702
p_to_p_lm_combined_000191_000196.ply,0.8164740128962378,0.7846474038734417
