filename,fitness,rmse
p_to_p_svd_combined_000001_000006.ply,0.9996936978329122,0.18959613144934004
p_to_p_svd_combined_000006_000011.ply,0.9991643083702114,0.20889165781857721
p_to_p_svd_combined_000011_000016.ply,0.9990280737168704,0.2306791088725151
p_to_p_svd_combined_000016_000021.ply,0.9953619827523733,0.28664820894621373
p_to_p_svd_combined_000021_000026.ply,0.9936544462458379,0.26860015072414023
p_to_p_svd_combined_000026_000031.ply,0.998338731059017,0.25272472244706573
p_to_p_svd_combined_000031_000036.ply,0.9906412142175958,0.2786107904043171
p_to_p_svd_combined_000036_000041.ply,0.9910852234101725,0.30687235171171456
p_to_p_svd_combined_000041_000046.ply,0.9951244038821934,0.3392126471146219
p_to_p_svd_combined_000046_000051.ply,0.992560890203097,0.336346822973402
p_to_p_svd_combined_000051_000056.ply,0.9813710049475811,0.3181359576446023
p_to_p_svd_combined_000056_000061.ply,0.9858360165219371,0.3095373103881282
p_to_p_svd_combined_000061_000066.ply,0.986557083570673,0.3884583503094648
p_to_p_svd_combined_000066_000071.ply,0.9706265680492653,0.4776715726019775
p_to_p_svd_combined_000071_000076.ply,0.9548072734313235,0.49810847194484226
p_to_p_svd_combined_000076_000081.ply,0.9754528768653739,0.44495284382699435
p_to_p_svd_combined_000081_000086.ply,0.9842869099695214,0.36794439349241653
p_to_p_svd_combined_000086_000091.ply,0.9905144283063536,0.34581634665539074
p_to_p_svd_combined_000091_000096.ply,0.987254146093404,0.3764151391449313
p_to_p_svd_combined_000096_000101.ply,0.9843796587709127,0.38279006425391754
p_to_p_svd_combined_000101_000106.ply,0.9838337182448037,0.34632469050397113
p_to_p_svd_combined_000106_000111.ply,0.9825481920839512,0.3957372554909196
p_to_p_svd_combined_000111_000116.ply,0.9878567091681846,0.3617226583640887
p_to_p_svd_combined_000116_000121.ply,0.9810794499991845,0.3689733106891672
p_to_p_svd_combined_000121_000126.ply,0.9864592192372471,0.3657828011259444
p_to_p_svd_combined_000126_000131.ply,0.9830843398122754,0.3644025326255618
p_to_p_svd_combined_000131_000136.ply,0.9888015580440982,0.33532568675294155
p_to_p_svd_combined_000136_000141.ply,0.9863223236042189,0.3508032773407773
p_to_p_svd_combined_000141_000151.ply,0.9816028682142469,0.3959488524178566
p_to_p_svd_combined_000151_000161.ply,0.9828779193796724,0.40467687593597673
p_to_p_svd_combined_000161_000171.ply,0.9620011869009297,0.5570564936701157
p_to_p_svd_combined_000171_000176.ply,0.9104012812527805,0.6856680351446571
p_to_p_svd_combined_000176_000181.ply,0.8453425538199573,0.7235843369185742
p_to_p_svd_combined_000181_000186.ply,0.793361051955515,0.8014279353339763
p_to_p_svd_combined_000186_000191.ply,0.7899324324324324,0.7682889585657695
p_to_p_svd_combined_000191_000196.ply,0.8164740128962378,0.748889158146914
