filename,fitness,rmse
p_to_l_lm_combined_000001_000006.ply,0.996266942338617,0.39620086362583323
p_to_l_lm_combined_000006_000011.ply,0.9325938728609143,0.6538758874690659
p_to_l_lm_combined_000011_000016.ply,0.9227879331613772,0.6965714926176582
p_to_l_lm_combined_000016_000021.ply,0.943999565185883,0.6741522416637263
p_to_l_lm_combined_000021_000026.ply,0.9964088349633039,0.4076656657535227
p_to_l_lm_combined_000026_000031.ply,0.9958719983890726,0.40294726025148486
p_to_l_lm_combined_000031_000036.ply,0.9743643622609792,0.6261383078476017
p_to_l_lm_combined_000036_000041.ply,0.8990791669241703,0.750628240094023
p_to_l_lm_combined_000041_000046.ply,0.8733411546021056,0.6326389031631515
p_to_l_lm_combined_000046_000051.ply,0.8955567660104272,0.6108902587651689
p_to_l_lm_combined_000051_000056.ply,0.9685327478960849,0.5513228850892373
p_to_l_lm_combined_000056_000061.ply,0.9365141314599799,0.5454389504154575
p_to_l_lm_combined_000061_000066.ply,0.8692000976483034,0.8102966858350343
p_to_l_lm_combined_000066_000071.ply,0.8438467303118178,0.7906802765765
p_to_l_lm_combined_000071_000076.ply,0.8348150179899644,0.8040578846280857
p_to_l_lm_combined_000076_000081.ply,0.8883089936956349,0.7062187755998843
p_to_l_lm_combined_000081_000086.ply,0.887244760987319,0.6796846929311826
p_to_l_lm_combined_000086_000091.ply,0.9171412118497665,0.6350581835572444
p_to_l_lm_combined_000091_000096.ply,0.9248371909909614,0.6930272676698832
p_to_l_lm_combined_000096_000101.ply,0.9751697863177075,0.5981476637331675
p_to_l_lm_combined_000101_000106.ply,0.9841306499505114,0.4366534714155978
p_to_l_lm_combined_000106_000111.ply,0.9827763202920041,0.4736671097089946
p_to_l_lm_combined_000111_000116.ply,0.9893992353008746,0.46238312503229057
p_to_l_lm_combined_000116_000121.ply,0.9778172862059404,0.4365952943020717
p_to_l_lm_combined_000121_000126.ply,0.9652809044974736,0.500240725167972
p_to_l_lm_combined_000126_000131.ply,0.9431885934279338,0.5391285476376858
p_to_l_lm_combined_000131_000136.ply,0.9469986784447382,0.5331507877507227
p_to_l_lm_combined_000136_000141.ply,0.9748857229247817,0.5100583443320577
p_to_l_lm_combined_000141_000151.ply,0.9577010828233079,0.6488465944544526
p_to_l_lm_combined_000151_000161.ply,0.9718589422523977,0.5590603828768932
p_to_l_lm_combined_000161_000171.ply,0.8276116316291114,0.655532654697987
p_to_l_lm_combined_000171_000176.ply,0.812260877302251,0.648962874417401
p_to_l_lm_combined_000176_000181.ply,0.782722012753462,0.7653369490154277
p_to_l_lm_combined_000181_000186.ply,0.7205996687286618,0.7043940259410352
p_to_l_lm_combined_000186_000191.ply,0.7415033783783784,0.7240853204006467
p_to_l_lm_combined_000191_000196.ply,0.7965203851947129,0.7393003313729368
