filename,fitness,rmse
gicp_lm_combined_000001_000006.ply,0.9937590933455854,0.43559712964052344
gicp_lm_combined_000006_000011.ply,0.9145125448709426,0.684482121779222
gicp_lm_combined_000011_000016.ply,0.9016111547231879,0.7222009436275849
gicp_lm_combined_000016_000021.ply,0.9280926154069136,0.7158323063372056
gicp_lm_combined_000021_000026.ply,0.9935672820459182,0.47913920948726824
gicp_lm_combined_000026_000031.ply,0.9939758025271425,0.43929918011550434
gicp_lm_combined_000031_000036.ply,0.9592189697253787,0.714983511422138
gicp_lm_combined_000036_000041.ply,0.8695228972251406,0.8215097020006888
gicp_lm_combined_000041_000046.ply,0.8601618088461597,0.6640960830396522
gicp_lm_combined_000046_000051.ply,0.8819547116955879,0.6185686225848582
gicp_lm_combined_000051_000056.ply,0.9573967132789258,0.5739074628453354
gicp_lm_combined_000056_000061.ply,0.9224802419748268,0.5693414353107286
gicp_lm_combined_000061_000066.ply,0.8433070225404834,0.8641390106319802
gicp_lm_combined_000066_000071.ply,0.82643120132938,0.8123908355376892
gicp_lm_combined_000071_000076.ply,0.7944303715774698,0.8434360952072554
gicp_lm_combined_000076_000081.ply,0.8655653978134227,0.7204797435437926
gicp_lm_combined_000081_000086.ply,0.8740268149013787,0.7047603114362463
gicp_lm_combined_000086_000091.ply,0.8940591208650586,0.645716040938327
gicp_lm_combined_000091_000096.ply,0.8848608126507111,0.767682397910135
gicp_lm_combined_000096_000101.ply,0.9483021368229253,0.7120819006308875
gicp_lm_combined_000101_000106.ply,0.9773837017485978,0.4547482621843629
gicp_lm_combined_000106_000111.ply,0.976111717642458,0.4958330076537799
gicp_lm_combined_000111_000116.ply,0.9803409967344393,0.5212405713261586
gicp_lm_combined_000116_000121.ply,0.9691725521538437,0.4615678254608958
gicp_lm_combined_000121_000126.ply,0.9539246585622092,0.5359132995884284
gicp_lm_combined_000126_000131.ply,0.9323714290581401,0.5673423060464363
gicp_lm_combined_000131_000136.ply,0.9342874034916882,0.552254251197712
gicp_lm_combined_000136_000141.ply,0.9631467548867901,0.5605994238652107
gicp_lm_combined_000141_000151.ply,0.9217035454314997,0.7660194014760114
gicp_lm_combined_000151_000161.ply,0.9602277997291632,0.5892989589087261
gicp_lm_combined_000161_000171.ply,0.8073623824338663,0.667835800226499
gicp_lm_combined_000171_000176.ply,0.7939140492926416,0.6638637294643627
gicp_lm_combined_000176_000181.ply,0.7502649731551787,0.6818262162564469
gicp_lm_combined_000181_000186.ply,0.7018895987560423,0.7074914788639415
gicp_lm_combined_000186_000191.ply,0.7250337837837838,0.7364047325589806
gicp_lm_combined_000191_000196.ply,0.7685277641443973,0.7181005404895188
